job_title,company_name,city,province,experience,years_of_exp,skills
Technical Project Manager - Riyadh - JO527,Alnafitha International for Information Technology -,"Riyadh, Saudi Arabia",Saudi Arabia,Entry Level,Computer Science,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
SAP S/4 HANA FICO Principal Architect,invenioLSI -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,computer science,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
Business Development Manager,Network International -,"Dubai, United Arab Emirates",United Arab Emirates,Not specified,Missing,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
KSA Tech Service Delivery Lead (SDL),PwC Middle East -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,computer science,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
Project Manager (Arabic Speaker),The Hanging House -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
Product Designer,Rapyd -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
Senior API Engineer,Emdad Al Khebrat -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Computer Science,"['R&D/Science', 'Quality', 'Pharmaceutical', 'Quality Assurance', 'Pharma', 'Pharmaceutical', 'QA', 'quality', 'Validation', 'Compliance']"
Project Control Manager,SYSTRA Arabia -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Computer Science,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Beverage Manager of Raffles the Red Sea,Raffles Hotels & Resorts -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Missing,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Senior Engineer- Fire Protection,Bureau Veritas Group -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Missing,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Senior Backend Engineer,Network International -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Senior Electrical Engineer,Energy Job Search -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Computer Science,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Technical Sales Manager,Crayon -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Missing,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Electrical Infrastructure Senior Engineer - Quality Assurance,Pulse Infrastructure Analytics -,"Riyadh, Saudi Arabia",Saudi Arabia,Not specified,Missing,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Primary Inclusion Teacher - Gardens Campus (August 2025),TES FE News -,"Dubai, United Arab Emirates",United Arab Emirates,Entry Level,Missing,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
"Senior Manager, Technical Sales - Oils & Chemicals",Wood Mackenzie -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Missing,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
SAP TRM Consultant,invenioLSI -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Computer Science,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
HSE Engineer,Bureau Veritas Group -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Missing,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Document Control Specialist,Grifols Egypt for Plasma Derivatives -,"Cairo, Egypt",Egypt,Experienced,3 - 5 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Engineering Department Manage /Mechanical Engineer/Electrical Engineer,Elmon -,"Bourj Alarab, Alexandria, Egypt",Alexandria,Experienced,4 - 10 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Azure AI Solution Architect,EPAM Systems -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,computer science,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Team Lead - Merchant Operations,Tamara -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Computer Science,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Product Designer,AI71 -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['Engineering - Construction/Civil/Architecture', 'IT/Software Development', 'Project/Program Management', 'Project Management', 'Engineering', 'PMP', 'Information Technology (IT)', 'Civil Engineering', 'Computer Science', 'Management']"
Director of Training and Certification - Red Hat,ITC Worldwide -,"Dubai, United Arab Emirates",United Arab Emirates,Manager,computer science,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Senior Account Manager,Mindware -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Missing,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Senior GIS Technician,Citylogix ME   -,"New Cairo, Cairo, Egypt",Cairo,Experienced,5 - 10 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Agronomist,Giza Seeds and Herbs -,"6th of October, Giza, Egypt",Giza,Experienced,3+ Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Senior Oracle Database Administrator,ISFP -,"Gomrok, Alexandria, Egypt",Alexandria,Experienced,3 - 5 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Validation Senior Specialist,Egypt Otsuka -,"10th of Ramadan City, Cairo, Egypt",Cairo,Experienced,2 - 4 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
R&D Formulation Supervisor,Confidential -,"6th of October, Giza, Egypt",Giza,Manager,4 - 8 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Sales Development Analyst,Mozn -,"Riyadh, Saudi Arabia",Saudi Arabia,Entry Level,Missing,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Annotation Specialist,Abwab.ai -,"Cairo, Egypt",Egypt,Entry Level,0 - 5 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Mechanical Engineer,International Food & Consumable Goods - Egypt S.A.E -,"6th of October, Giza, Egypt",Giza,Experienced,2 - 6 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
HSE Officer,Intertrade Co.  -,"10th of Ramadan City, Sharqia, Egypt",Sharqia,Entry Level,0 - 2 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Quality Control Engineer,Fresh Freeze -,"10th of Ramadan City, Sharqia, Egypt",Sharqia,Experienced,3 - 5 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
UI Web Developer,Erpplus5 -,"Maadi, Cairo, Egypt",Cairo,Experienced,2 - 5 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Front End Angular Developer,TAB ERP Solutions -,"New Cairo, Cairo, Egypt",Cairo,Experienced,3 - 5 Yrs of Exp,"['Creative/Design/Art', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Design', 'Product Design', 'Adobe Photoshop', 'Applied Arts', 'Adobe Illustrator', 'Engineering', 'Information Technology (IT)']"
Dynamics 365 FO Technical Consultant, Circle K -,"Sheraton, Cairo, Egypt",Cairo,Entry Level,2 - 4 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
Sales Account Manager,soft trend -,"Maadi, Cairo, Egypt",Cairo,Entry Level,0 - 3 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
HRIS and HR Operations Specialist,ENAYA CARE INTERNATIONAL COMPANY FOR BEAUTY & COMFORT -,"Mohandessin, Giza, Egypt",Giza,Experienced,3 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
Deals Contract Management - Manager,PwC Experience Center Stockholm -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
Specialist - Project Controls,AECOM -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,2 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
Freelance English Copywriter - Riyadh,Monks -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,2 - 5 Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
FP&A,Mozn -,"Riyadh, Saudi Arabia",Saudi Arabia,Experienced,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
Director - Program Management Office (PMO),Bupa Arabia -,"Riyadh, Saudi Arabia",Saudi Arabia,Manager,10+ Yrs of Exp,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
EMEA Strategic Pricing Director,Stryker -,"Dubai, United Arab Emirates",United Arab Emirates,Manager,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
Legal Director/Head of Legal,Mozn -,"Riyadh, Saudi Arabia",Saudi Arabia,Manager,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
Deals Contract Management - Senior Manager,PwC Experience Center Stockholm -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
Manager - Facilities Management,Transguard Group -,"Dubai, United Arab Emirates",United Arab Emirates,Experienced,Missing,"['IT/Software Development', 'Engineering - Telecom/Technology', 'Dynamics 365', 'Technical Consultant', 'Dynamics', 'ERP']"
